numero_onu,classificacao_onu,grupo_embalagem,descricao
3261,8,III,"ÄTZENDER SAURER ORGANISCHER FESTER STOFF, N.A.G."
3262,8,I,"ÄTZENDER BASISCHER ANORGANISCHER FESTER STOFF, N.A.G."
3262,8,II,"ÄTZENDER BASISCHER ANORGANISCHER FESTER STOFF, N.A.G."
3262,8,III,"ÄTZENDER BASISCHER ANORGANISCHER FESTER STOFF, N.A.G."
3263,8,I,"ÄTZENDER BASISCHER ORGANISCHER FESTER STOFF, N.A.G."
3263,8,II,"ÄTZENDER BASISCHER ORGANISCHER FESTER STOFF, N.A.G."
3263,8,III,"ÄTZENDER BASISCHER ORGANISCHER FESTER STOFF, N.A.G."
3264,8,I,"ÄTZENDER SAURER ANORGANISCHER FLÜSSIGER STOFF, N.A.G."
3264,8,II,"ÄTZENDER SAURER ANORGANISCHER FLÜSSIGER STOFF, N.A.G."
3264,8,III,"ÄTZENDER SAURER ANORGANISCHER FLÜSSIGER STOFF, N.A.G."
3265,8,I,"ÄTZENDER SAURER ORGANISCHER FLÜSSIGER STOFF, N.A.G."
3265,8,II,"ÄTZENDER SAURER ORGANISCHER FLÜSSIGER STOFF, N.A.G."
3265,8,III,"ÄTZENDER SAURER ORGANISCHER FLÜSSIGER STOFF, N.A.G."
3266,8,I,"ÄTZENDER BASISCHER ANORGANISCHER FLÜSSIGER STOFF, N.A.G."
3266,8,II,"ÄTZENDER BASISCHER ANORGANISCHER FLÜSSIGER STOFF, N.A.G."
3266,8,III,"ÄTZENDER BASISCHER ANORGANISCHER FLÜSSIGER STOFF, N.A.G."
3267,8,I,"ÄTZENDER BASISCHER ORGANISCHER FLÜSSIGER STOFF, N.A.G."
3267,8,II,"ÄTZENDER BASISCHER ORGANISCHER FLÜSSIGER STOFF, N.A.G."
3267,8,III,"ÄTZENDER BASISCHER ORGANISCHER FLÜSSIGER STOFF, N.A.G."
3268,9,,"SICHERHEITSEINRICHTUNGEN, elektrische Auslösung"
3269,3,II,"POLYESTERHARZ-MEHRKOMPONENTENSYSTEME, flüssiges Grundprodukt"
3269,3,III,"POLYESTERHARZ-MEHRKOMPONENTENSYSTEME, flüssiges Grundprodukt"
3270,4.1,II,"MEMBRANFILTER AUS NITROCELLULOSE, mit höchstens 12,6 % Stickstoff in der Trockenmasse"
3271,3,II,"ETHER, N.A.G."
3271,3,III,"ETHER, N.A.G."
3272,3,II,"ESTER, N.A.G."
3272,3,III,"ESTER, N.A.G."
3273,3,I,"NITRILE, ENTZÜNDBAR, GIFTIG, N.A.G."
3273,3,II,"NITRILE, ENTZÜNDBAR, GIFTIG, N.A.G."
3274,3,II,"ALKOHOLATE, LÖSUNG in Alkohol, N.A.G."
3275,6.1,I,"NITRILE, GIFTIG, ENTZÜNDBAR, N.A.G."
3275,6.1,II,"NITRILE, GIFTIG, ENTZÜNDBAR, N.A.G."
3276,6.1,I,"NITRILE, FLÜSSIG, GIFTIG, N.A.G."
3276,6.1,II,"NITRILE, FLÜSSIG, GIFTIG, N.A.G."
3276,6.1,III,"NITRILE, FLÜSSIG, GIFTIG, N.A.G."
3277,6.1,II,"CHLORFORMIATE, GIFTIG, ÄTZEND, N.A.G."
3278,6.1,I,"ORGANISCHE PHOSPHORVERBINDUNG, FLÜSSIG, GIFTIG, N.A.G."
3278,6.1,II,"ORGANISCHE PHOSPHORVERBINDUNG, FLÜSSIG, GIFTIG, N.A.G."
3278,6.1,III,"ORGANISCHE PHOSPHORVERBINDUNG, FLÜSSIG, GIFTIG, N.A.G."
3279,6.1,I,"ORGANISCHE PHOSPHORVERBINDUNG, GIFTIG, ENTZÜNDBAR, N.A.G."
3279,6.1,II,"ORGANISCHE PHOSPHORVERBINDUNG, GIFTIG, ENTZÜNDBAR, N.A.G."
3280,6.1,I,"ORGANISCHE ARSENVERBINDUNG, FLÜSSIG, N.A.G."
3280,6.1,II,"ORGANISCHE ARSENVERBINDUNG, FLÜSSIG, N.A.G."
3280,6.1,III,"ORGANISCHE ARSENVERBINDUNG, FLÜSSIG, N.A.G."
3281,6.1,I,"METALLCARBONYLE, FLÜSSIG, N.A.G."
3281,6.1,II,"METALLCARBONYLE, FLÜSSIG, N.A.G."
3281,6.1,III,"METALLCARBONYLE, FLÜSSIG, N.A.G."
3282,6.1,I,"METALLORGANISCHE VERBINDUNG, FLÜSSIG, GIFTIG, N.A.G."
3282,6.1,II,"METALLORGANISCHE VERBINDUNG, FLÜSSIG, GIFTIG, N.A.G."
3282,6.1,III,"METALLORGANISCHE VERBINDUNG, FLÜSSIG, GIFTIG, N.A.G."
3283,6.1,I,"SELENVERBINDUNG, FEST, N.A.G."
3283,6.1,II,"SELENVERBINDUNG, FEST, N.A.G."
3283,6.1,III,"SELENVERBINDUNG, FEST, N.A.G."
3284,6.1,I,"TELLURVERBINDUNG, N.A.G."
3284,6.1,II,"TELLURVERBINDUNG, N.A.G."
3284,6.1,III,"TELLURVERBINDUNG, N.A.G."
3285,6.1,I,"VANADIUMVERBINDUNG, N.A.G."
3285,6.1,II,"VANADIUMVERBINDUNG, N.A.G."
3285,6.1,III,"VANADIUMVERBINDUNG, N.A.G."
3286,3,I,"ENTZÜNDBARER FLÜSSIGER STOFF, GIFTIG, ÄTZEND, N.A.G."
3286,3,II,"ENTZÜNDBARER FLÜSSIGER STOFF, GIFTIG, ÄTZEND, N.A.G."
3287,6.1,I,"GIFTIGER ANORGANISCHER FLÜSSIGER STOFF, N.A.G."
3287,6.1,II,"GIFTIGER ANORGANISCHER FLÜSSIGER STOFF, N.A.G."
3287,6.1,III,"GIFTIGER ANORGANISCHER FLÜSSIGER STOFF, N.A.G."
3288,6.1,I,"GIFTIGER ANORGANISCHER FESTER STOFF, N.A.G."
3288,6.1,II,"GIFTIGER ANORGANISCHER FESTER STOFF, N.A.G."
3288,6.1,III,"GIFTIGER ANORGANISCHER FESTER STOFF, N.A.G."
3289,6.1,I,"GIFTIGER ANORGANISCHER FLÜSSIGER STOFF, ÄTZEND, N.A.G."
3289,6.1,II,"GIFTIGER ANORGANISCHER FLÜSSIGER STOFF, ÄTZEND, N.A.G."
3290,6.1,I,"GIFTIGER ANORGANISCHER FESTER STOFF, ÄTZEND, N.A.G."
3290,6.1,II,"GIFTIGER ANORGANISCHER FESTER STOFF, ÄTZEND, N.A.G."
3291,6.2,,"KLINISCHER ABFALL, UNSPEZIFIZIERT, N.A.G. oder (BIO)MEDIZINISCHER ABFALL, N.A.G. oder UNTER DIE VORSCHRIFTEN FALLENDER MEDIZINISCHER ABFALL, N.A.G."
3291,6.2,,"KLINISCHER ABFALL, UNSPEZIFIZIERT, N.A.G. oder (BIO)MEDIZINISCHER ABFALL, N.A.G. oder UNTER DIE VORSCHRIFTEN FALLENDER MEDIZINISCHER ABFALL, N.A.G., in tiefgekühlt verflüssigtem Stickstoff"
3292,4.3,,NATRIUMBATTERIEN oder NATRIUMZELLEN
3293,6.1,III,"HYDRAZIN, WÄSSERIGE LÖSUNG mit höchstens 37 Masse-% Hydrazin"
3294,6.1,I,"CYANWASSERSTOFF, LÖSUNG IN ALKOHOL mit höchstens 45 % Cyanwasserstoff"
3295,3,I,"KOHLENWASSERSTOFFE, FLÜSSIG, N.A.G."
3295,3,II,"KOHLENWASSERSTOFFE, FLÜSSIG, N.A.G. (Dampfdruck bei 50 °C grösser als 110 kPa)"
3295,3,II,"KOHLENWASSERSTOFFE, FLÜSSIG, N.A.G. (Dampfdruck bei 50 °C höchstens 110 kPa)"
3295,3,III,"KOHLENWASSERSTOFFE, FLÜSSIG, N.A.G."
3296,2,,HEPTAFLUORPROPAN (GAS ALS KÄLTEMITTEL R 227)
3297,2,,"ETHYLENOXID UND CHLORTETRAFLUORETHAN, GEMISCH mit höchstens 8,8 % Ethylenoxid"
3298,2,,"ETHYLENOXID UND PENTAFLUORETHAN, GEMISCH mit höchstens 7,9 % Ethylenoxid"
3299,2,,"ETHYLENOXID UND TETRAFLUORETHAN, GEMISCH mit höchstens 5,6 % Ethylenoxid"
3300,2,,"ETHYLENOXID UND KOHLENDIOXID, GEMISCH mit mehr als 87 % Ethylenoxid"
3301,8,I,"ÄTZENDER FLÜSSIGER STOFF, SELBSTERHITZUNGSFÄHIG, N.A.G."
3301,8,II,"ÄTZENDER FLÜSSIGER STOFF, SELBSTERHITZUNGSFÄHIG, N.A.G."
3302,6.1,II,"2-DIMETHYLAMINOETHYLACRYLAT, STABILISIERT"
3303,2,,"VERDICHTETES GAS, GIFTIG, OXIDIEREND, N.A.G."
3304,2,,"VERDICHTETES GAS, GIFTIG, ÄTZEND, N.A.G."
3305,2,,"VERDICHTETES GAS, GIFTIG, ENTZÜNDBAR, ÄTZEND, N.A.G."
3306,2,,"VERDICHTETES GAS, GIFTIG, OXIDIEREND, ÄTZEND, N.A.G."
3307,2,,"VERFLÜSSIGTES GAS, GIFTIG, OXIDIEREND, N.A.G."
3308,2,,"VERFLÜSSIGTES GAS, GIFTIG, ÄTZEND, N.A.G."
3309,2,,"VERFLÜSSIGTES GAS, GIFTIG, ENTZÜNDBAR, ÄTZEND, N.A.G."
3310,2,,"VERFLÜSSIGTES GAS, GIFTIG, OXIDIEREND, ÄTZEND, N.A.G."
3311,2,,"GAS, TIEFGEKÜHLT, FLÜSSIG, OXIDIEREND, N.A.G."
3312,2,,"GAS, TIEFGEKÜHLT, FLÜSSIG, ENTZÜNDBAR, N.A.G."
3313,4.2,II,SELBSTERHITZUNGSFÄHIGE ORGANISCHE PIGMENTE
3313,4.2,III,SELBSTERHITZUNGSFÄHIGE ORGANISCHE PIGMENTE
3314,9,III,"KUNSTSTOFFPRESSMISCHUNG, in Teig-, Plattenoder Strangpressform, entzündbare Dämpfe abgebend"
3315,6.1,I,"CHEMISCHE PROBE, GIFTIG"
3316,9,,CHEMIE-TESTSATZ oder ERSTE-HILFE-AUSRÜSTUNG
3317,4.1,I,"2-AMINO-4,6DINITROPHENOL, ANGEFEUCHTET mit mindestens 20 Masse-% Wasser"
3318,2,,"AMMONIAKLÖSUNG in Wasser, relative Dichte kleiner als 0,880 bei 15 °C, mit mehr als 50 % Ammoniak"
3319,4.1,II,"NITROGLYCERIN, GEMISCH, DESENSIBILISIERT, FEST, N.A.G., mit mehr als 2 Masse%, aber höchstens 10 Masse% Nitroglycerin"
3320,8,II,"NATRIUMBORHYDRID UND NATRIUMHYDROXID, LÖSUNG mit höchstens 12 Masse-% Natriumborhydrid und höchstens 40 Masse-% Natriumhydroxid"
3320,8,III,"NATRIUMBORHYDRID UND NATRIUMHYDROXID, LÖSUNG mit höchstens 12 Masse-% Natriumborhydrid und höchstens 40 Masse-% Natriumhydroxid"
3321,7,,"RADIOAKTIVE STOFFE MIT GERINGER SPEZIFISCHER AKTIVITÄT (LSA-II), nicht spaltbar oder spaltbar, freigestellt"
3322,7,,"RADIOAKTIVE STOFFE MIT GERINGER SPEZIFISCHER AKTIVITÄT (LSA-III), nicht spaltbar oder spaltbar, freigestellt"
3323,7,,"RADIOAKTIVE STOFFE, TYP C-VERSANDSTÜCK, nicht spaltbar oder spaltbar, freigestellt"
3324,7,,"RADIOAKTIVE STOFFE MIT GERINGER SPEZIFISCHER AKTIVITÄT (LSA-II), SPALTBAR"
3325,7,,"RADIOAKTIVE STOFFE MIT GERINGER SPEZIFISCHER AKTIVITÄT (LSA-III), SPALTBAR"
3326,7,,"RADIOAKTIVE STOFFE, OBERFLÄCHENKONTAMINIERTE GEGENSTÄNDE (SCO-I oder SCO-II), SPALTBAR"
3327,7,,"RADIOAKTIVE STOFFE, TYP A-VERSANDSTÜCK, SPALTBAR, nicht in besonderer Form"
3328,7,,"RADIOAKTIVE STOFFE, TYP B(U)-VERSANDSTÜCK, SPALTBAR"
3329,7,,"RADIOAKTIVE STOFFE, TYP B(M)-VERSANDSTÜCK, SPALTBAR"
3330,7,,"RADIOAKTIVE STOFFE, TYP C-VERSANDSTÜCK, SPALTBAR"
3331,7,,"RADIOAKTIVE STOFFE, UNTER SONDERVEREINBARUNG BEFÖRDERT, SPALTBAR"
3332,7,,"RADIOAKTIVE STOFFE, TYP A-VERSANDSTÜCK, IN BESONDERER FORM, nicht spaltbar oder spaltbar, freigestellt"
3333,7,,"RADIOAKTIVE STOFFE, TYP A-VERSANDSTÜCK, IN BESONDERER FORM, SPALTBAR"
3334,9,UNTERLIEGT NICHT DEN VORSCHRIFTEN DES ADR,"Flüssiger Stoff, den für die Luftfahrt geltenden Vorschriften unterliegend, n.a.g."
3335,9,UNTERLIEGT NICHT DEN VORSCHRIFTEN DES ADR,"Fester Stoff, den für die Luftfahrt geltenden Vorschriften unterliegend, n.a.g."
3336,3,I,"MERCAPTANE, FLÜSSIG, ENTZÜNDBAR, N.A.G. oder MERCAPTANE, MISCHUNG, FLÜSSIG, ENTZÜNDBAR, N.A.G."
3336,3,II,"MERCAPTANE, FLÜSSIG, ENTZÜNDBAR, N.A.G. oder MERCAPTANE, MISCHUNG, FLÜSSIG, ENTZÜNDBAR, N.A.G. (Dampfdruck bei 50 °C grösser als 110 kPa)"
3336,3,II,"MERCAPTANE, FLÜSSIG, ENTZÜNDBAR, N.A.G. oder MERCAPTANE, MISCHUNG, FLÜSSIG, ENTZÜNDBAR, N.A.G. (Dampfdruck bei 50 °C höchstens 110 kPa)"
3336,3,III,"MERCAPTANE, FLÜSSIG, ENTZÜNDBAR, N.A.G. oder MERCAPTANE, MISCHUNG, FLÜSSIG, ENTZÜNDBAR, N.A.G."
3337,2,,"GAS ALS KÄLTEMITTEL R 404A (Pentafluorethan, 1,1,1Trifluorethan und 1,1,1,2Tetrafluorethan, zeotropes Gemisch mit ca. 44 % Pentafluorethan und 52 % 1,1,1-Trifluorethan)"
3338,2,,"GAS ALS KÄLTEMITTEL R 407A (Difluormethan, Pentafluorethan und 1,1,1,2Tetrafluorethan, zeotropes Gemisch mit ca. 20 % Difluormethan und 40 % Pentafluorethan)"
3339,2,,"GAS ALS KÄLTEMITTEL R 407B (Difluormethan, Pentafluorethan und 1,1,1,2Tetrafluorethan, zeotropes Gemisch mit ca. 10 % Difluormethan und 70 % Pentafluorethan)"
3340,2,,"GAS ALS KÄLTEMITTEL R 407C (Difluormethan, Pentafluorethan und 1,1,1,2Tetrafluorethan, zeotropes Gemisch mit ca. 23 % Difluormethan und 25 % Pentafluorethan)"
3341,4.2,II,THIOHARNSTOFFDIOXID
3341,4.2,III,THIOHARNSTOFFDIOXID
3342,4.2,II,XANTHATE
3342,4.2,III,XANTHATE
3343,3,,"NITROGLYCERIN, GEMISCH, DESENSIBILISIERT, FLÜSSIG, ENTZÜNDBAR, N.A.G., mit höchstens 30 Masse-% Nitroglycerin"
3344,4.1,II,"PENTAERYTHRITTETRANITRAT (PENTAERYTHRITOL TETRANITRAT) (PETN), GEMISCH, DESENSIBILISIERT, FEST, N.A.G., mit mehr als 10 Masse%, aber höchstens 20 Masse% PETN"
3345,6.1,I,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FEST, GIFTIG"
3345,6.1,II,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FEST, GIFTIG"
3345,6.1,III,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FEST, GIFTIG"
3346,3,I,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
3346,3,II,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
3347,6.1,I,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3347,6.1,II,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3347,6.1,III,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3348,6.1,I,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FLÜSSIG, GIFTIG"
3348,6.1,II,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FLÜSSIG, GIFTIG"
3348,6.1,III,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FLÜSSIG, GIFTIG"
3349,6.1,I,"PYRETHROID-PESTIZID, FEST, GIFTIG"
3349,6.1,II,"PYRETHROID-PESTIZID, FEST, GIFTIG"
3349,6.1,III,"PYRETHROID-PESTIZID, FEST, GIFTIG"
3350,3,I,"PYRETHROID-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
3350,3,II,"PYRETHROID-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
3351,6.1,I,"PYRETHROID-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3351,6.1,II,"PYRETHROID-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3351,6.1,III,"PYRETHROID-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3352,6.1,I,"PYRETHROID-PESTIZID, FLÜSSIG, GIFTIG"
3352,6.1,II,"PYRETHROID-PESTIZID, FLÜSSIG, GIFTIG"
3352,6.1,III,"PYRETHROID-PESTIZID, FLÜSSIG, GIFTIG"
3354,2,,"INSEKTENBEKÄMPFUNGSMITTEL, GASFÖRMIG, ENTZÜNDBAR, N.A.G."
3355,2,,"INSEKTENBEKÄMPFUNGSMITTEL, GASFÖRMIG, GIFTIG, ENTZÜNDBAR, N.A.G."
3356,5.1,,"SAUERSTOFFGENERATOR, CHEMISCH"
3357,3,II,"NITROGLYCERIN, GEMISCH, DESENSIBILISIERT, FLÜSSIG, N.A.G., mit höchstens 30 Masse-% Nitroglycerin"
3358,2,,"KÄLTEMASCHINEN mit entzündbarem, nicht giftigem verflüssigtem Gas"
3359,9,,BEGASTE GÜTERBEFÖRDERUNGSEINHEIT
3360,4.1,UNTERLIEGT NICHT DEN VORSCHRIFTEN DES ADR,"Fasern, pflanzlichen Ursprungs, trocken"
3361,6.1,II,"CHLORSILANE, GIFTIG, ÄTZEND, N.A.G."
3362,6.1,II,"CHLORSILANE, GIFTIG, ÄTZEND, ENTZÜNDBAR, N.A.G."
3363,9,,GEFÄHRLICHE GÜTER IN GEGENSTÄNDEN oder GEFÄHRLICHE GÜTER IN MASCHINEN oder GEFÄHRLICHE GÜTER IN GERÄTEN
3364,4.1,I,"TRINITROPHENOL (PIKRINSÄURE), ANGEFEUCHTET mit mindestens 10 Masse-% Wasser"
3365,4.1,I,"TRINITROCHLORBENZEN (PIKRYLCHLORID), ANGEFEUCHTET mit mindestens 10 Masse-% Wasser"
3366,4.1,I,"TRINITROTOLUEN (TNT), ANGEFEUCHTET mit mindestens 10 Masse-% Wasser"
3367,4.1,I,"TRINITROBENZEN, ANGEFEUCHTET mit mindestens 10 Masse-% Wasser"
3368,4.1,I,"TRINITROBENZOESÄURE, ANGEFEUCHTET mit mindestens 10 Masse-% Wasser"
3369,4.1,I,"NATRIUMDINITROORTHOCRESOLAT, ANGEFEUCHTET mit mindestens 10 Masse-%"
3370,4.1,I,"HARNSTOFFNITRAT, ANGEFEUCHTET mit mindestens 10 Masse-% Wasser"
3371,3,II,2-METHYLBUTANAL
3373,6.2,,"BIOLOGISCHER STOFF, KATEGORIE B"
3373,6.2,,"BIOLOGISCHER STOFF, KATEGORIE B (nur tierische Stoffe)"
3374,2,,"ACETYLEN, LÖSUNGSMITTELFREI"
3375,5.1,II,"AMMONIUMNITRATEMULSION oder AMMONIUMNITRATSUSPENSION oder AMMONIUMNITRAT-GEL, Zwischenprodukt für die Herstellung von Sprengstoffen, flüssig"
3375,5.1,II,"AMMONIUMNITRATEMULSION oder AMMONIUMNITRATSUSPENSION oder AMMONIUMNITRAT-GEL, Zwischenprodukt für die Herstellung von Sprengstoffen, fest"
3376,4.1,I,"4-NITROPHENYLHYDRAZIN, mit mindestens 30 Masse-% Wasser"
3377,5.1,III,NATRIUMPERBORATMONOHYDRAT
3378,5.1,II,NATRIUMCARBONATPEROXYHYDRAT
3378,5.1,III,NATRIUMCARBONATPEROXYHYDRAT
3379,3,I,"DESENSIBILISIERTER EXPLOSIVER FLÜSSIGER STOFF, N.A.G."
3380,4.1,I,"DESENSIBILISIERTER EXPLOSIVER FESTER STOFF, N.A.G."
3381,6.1,I,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, N.A.G., mit einem LC50-Wert von höchstens 200 ml/m3 und einer gesättigten Dampfkonzentration von mindestens 500 LC50"
3382,6.1,I,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, N.A.G., mit einem LC50-Wert von höchstens 1000 ml/m3 und einer gesättigten Dampfkonzentration von mindestens 10 LC50"
3383,6.1,I,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, ENTZÜNDBAR, N.A.G., mit einem LC50-Wert von höchstens 200 ml/m3 und einer gesättigten Dampfkonzentration von mindestens 500 LC50"
3384,6.1,I,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, ENTZÜNDBAR, N.A.G., mit einem LC50-Wert von höchstens 1000 ml/m3 und einer gesättigten Dampfkonzentration von mindestens 10 LC50"
3385,6.1,I,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, MIT WASSER REAGIEREND, N.A.G., mit einem LC50-Wert von höchstens 200 ml/m3 und einer gesättigten Dampfkonzentration von mindestens 500 LC50"
3386,6.1,I,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, MIT WASSER REAGIEREND, N.A.G., mit einem LC50-Wert von höchstens 1000 ml/m3 und einer gesättigten Dampfkonzentration von mindestens 10 LC50"
3387,6.1,I,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND, N.A.G., mit einem LC50-Wert von höchstens 200 ml/m3 und einer gesättigten Dampfkonzentration von mindestens 500 LC50"
3388,6.1,I,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND, N.A.G., mit einem LC50-Wert von höchstens 1000 ml/m3 und einer gesättigten Dampfkonzentration von mindestens 10 LC50"
3389,6.1,I,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, ÄTZEND, N.A.G., mit einem LC50-Wert von höchstens 200 ml/m3 und einer gesättigten Dampfkonzentration von mindestens 500 LC50"
3390,6.1,I,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, ÄTZEND, N.A.G., mit einem LC50-Wert von höchstens 1000 ml/m3 und einer gesättigten Dampfkonzentration von mindestens 10 LC50"
3391,4.2,I,PYROPHORER METALLORGANISCHER FESTER STOFF
3392,4.2,I,PYROPHORER METALLORGANISCHER FLÜSSIGER STOFF
3393,4.2,I,"PYROPHORER METALLORGANISCHER FESTER STOFF, MIT WASSER REAGIEREND"
3394,4.2,I,"PYROPHORER METALLORGANISCHER FLÜSSIGER STOFF, MIT WASSER REAGIEREND"
3395,4.3,I,MIT WASSER REAGIERENDER METALLORGANISCHER FESTER STOFF
3395,4.3,II,MIT WASSER REAGIERENDER METALLORGANISCHER FESTER STOFF
3395,4.3,III,MIT WASSER REAGIERENDER METALLORGANISCHER FESTER STOFF
3396,4.3,I,"MIT WASSER REAGIERENDER METALLORGANISCHER FESTER STOFF, ENTZÜNDBAR"
3396,4.3,II,"MIT WASSER REAGIERENDER METALLORGANISCHER FESTER STOFF, ENTZÜNDBAR"
3396,4.3,III,"MIT WASSER REAGIERENDER METALLORGANISCHER FESTER STOFF, ENTZÜNDBAR"
3397,4.3,I,"MIT WASSER REAGIERENDER METALLORGANISCHER FESTER STOFF, SELBSTERHITZUNGSFÄHIG"
3397,4.3,II,"MIT WASSER REAGIERENDER METALLORGANISCHER FESTER STOFF, SELBSTERHITZUNGSFÄHIG"
3397,4.3,III,"MIT WASSER REAGIERENDER METALLORGANISCHER FESTER STOFF, SELBSTERHITZUNGSFÄHIG"
3398,4.3,I,MIT WASSER REAGIERENDER METALLORGANISCHER FLÜSSIGER STOFF
3398,4.3,II,MIT WASSER REAGIERENDER METALLORGANISCHER FLÜSSIGER STOFF
3398,4.3,III,MIT WASSER REAGIERENDER METALLORGANISCHER FLÜSSIGER STOFF
3399,4.3,I,"MIT WASSER REAGIERENDER METALLORGANISCHER FLÜSSIGER STOFF, ENTZÜNDBAR"
3399,4.3,II,"MIT WASSER REAGIERENDER METALLORGANISCHER FLÜSSIGER STOFF, ENTZÜNDBAR"
3399,4.3,III,"MIT WASSER REAGIERENDER METALLORGANISCHER FLÜSSIGER STOFF, ENTZÜNDBAR"
3400,4.2,II,SELBSTERHITZUNGSFÄHIGER METALLORGANISCHER FESTER STOFF
3400,4.2,III,SELBSTERHITZUNGSFÄHIGER METALLORGANISCHER FESTER STOFF
3401,4.3,I,"ALKALIMETALLAMALGAM, FEST"
3402,4.3,I,"ERDALKALIMETALLAMALGAM, FEST"
3403,4.3,I,"KALIUMMETALLLEGIERUNGEN, FEST"
3404,4.3,I,"KALIUM-NATRIUMLEGIERUNGEN, FEST"
3405,5.1,II,"BARIUMCHLORAT, LÖSUNG"
3405,5.1,III,"BARIUMCHLORAT, LÖSUNG"
3406,5.1,II,"BARIUMPERCHLORAT, LÖSUNG"
3406,5.1,III,"BARIUMPERCHLORAT, LÖSUNG"
3407,5.1,II,"CHLORAT UND MAGNESIUMCHLORID, MISCHUNG, LÖSUNG"
3407,5.1,III,"CHLORAT UND MAGNESIUMCHLORID, MISCHUNG, LÖSUNG"
3408,5.1,II,"BLEIPERCHLORAT, LÖSUNG"
3408,5.1,III,"BLEIPERCHLORAT, LÖSUNG"
3409,6.1,II,"CHLORNITROBENZENE, FLÜSSIG"
3410,6.1,III,"4-CHLOR-o-TOLUIDINHYDROCHLORID, LÖSUNG"
3411,6.1,II,"beta-NAPHTHYLAMIN, LÖSUNG"
3411,6.1,III,"beta-NAPHTHYLAMIN, LÖSUNG"
3412,8,II,"AMEISENSÄURE mit mindestens 10 Masse-%, aber höchstens 85 Masse-% Säure"
3412,8,III,"AMEISENSÄURE mit mindestens 5 Masse-%, aber weniger als 10 Masse-% Säure"
3413,6.1,I,"KALIUMCYANID, LÖSUNG"
3413,6.1,II,"KALIUMCYANID, LÖSUNG"
3413,6.1,III,"KALIUMCYANID, LÖSUNG"
3414,6.1,I,"NATRIUMCYANID, LÖSUNG"
3414,6.1,II,"NATRIUMCYANID, LÖSUNG"
3414,6.1,III,"NATRIUMCYANID, LÖSUNG"
3415,6.1,III,"NATRIUMFLUORID, LÖSUNG"
3416,6.1,II,"CHLORACETOPHENON, FLÜSSIG"
3417,6.1,II,"XYLYLBROMID, FEST"
3418,6.1,III,"2,4-TOLUYLENDIAMIN, LÖSUNG"
3419,8,II,"BORTRIFLUORIDESSIGSÄURE-KOMPLEX, FEST"
3420,8,II,"BORTRIFLUORIDPROPIONSÄURE-KOMPLEX, FEST"
3421,8,II,"KALIUMHYDROGENDIFLUORID, LÖSUNG"
3421,8,III,"KALIUMHYDROGENDIFLUORID, LÖSUNG"
3422,6.1,III,"KALIUMFLUORID, LÖSUNG"
3423,8,II,"TETRAMETHYLAMMONIUMHYDROXID, FEST"
3424,6.1,II,"AMMONIUMDINITRO-oCRESOLAT, LÖSUNG"
3424,6.1,III,"AMMONIUMDINITRO-oCRESOLAT, LÖSUNG"
3425,8,II,"BROMESSIGSÄURE, FEST"
3426,6.1,III,"ACRYLAMID, LÖSUNG"
